region,name,address,x,y,url,summary,atmosphere,purpose,taste,companion,menu,main_dessert,main_coffee,parking
나주,몽파리디저트가게,전남 나주시 우정로 72,126.78711617720697,35.023636059472615,http://place.map.kakao.com/1369805358,"나주에 위치한 몽파리는 바삭한 휘낭시에 등 프랑스식 디저트를 맛볼 수 있는 곳으로, 깔끔한 포장과 친절한 서비스를 제공합니다. 내부 분위기가 좋고 주차도 편리하여 나주 디저트 카페로 추천할 만합니다.",깔끔한; 아늑한; 프랑스식,디저트; 카페 투어; 커피,달콤한; 바삭한,친구·지인; 혼자,디저트; 커피; 휘낭시에,휘낭시에,,가게 앞; 건물 내 3시간 무료
나주,디저트39 나주빛가람점,전남 나주시 배멧3길 5-4,126.785666137831,35.0187390238933,http://place.map.kakao.com/1808122835,"나주에 위치한 디저트39는 호수공원 근처에 자리하며 지하 주차가 가능하고 포장 및 배달 서비스도 제공합니다. 공간 분리가 잘 되어 답답함 없이 넓게 느껴지며, 늦은 시간까지 영업하는 것이 특징입니다. 39-17마중은 나주배를 활용한 다양한 음료와 디저트를 선보이는 복합문화공간으로, 고택의 정취와 함께 다채로운 체험을 즐길 수 있습니다.",감성적인; 고풍스러운; 넓은; 모던한; 복합문화공간; 조용한,가족; 데이트; 디저트; 모임; 수다; 카페 투어,고소한; 달달한; 신선한; 진한,가족; 반려동물 동반; 어린이 동반; 연인; 친구·지인,라떼; 마카롱; 샌드위치; 아메리카노; 케이크; 크로플,나주배 양갱; 케이크; 쿠키,나주배 드링크; 라떼; 바나나 우유 라떼; 아메리카노,가게 앞 주차; 정보 없음; 지하 주차 가능
나주,요거트아이스크림의정석 나주혁신점,전남 나주시 상야4길 16-16,126.79306980869,35.0238924331644,http://place.map.kakao.com/1382430510,"요거트 아이스크림의 정석, 요아정은 크리미한 아이스크림과 생과일 토핑, 꿀의 조화가 훌륭한 디저트 전문점입니다. 다양한 지점이 있으며, 아이스크림 추가 증정 등 프로모션을 진행하기도 합니다.",감성적인; 디저트 전문점,디저트; 후식,달달한; 크리미한,가족; 연인; 친구·지인,빵; 요거트 아이스크림; 케이크,요거트 아이스크림,,정보 없음
나주,인스틸 커피,전남 나주시 상야1길 8,126.785983032166,35.0220097834849,http://place.map.kakao.com/446651964,"나주 빛가람동에 위치한 인스틸은 커피와 다양한 종류의 케이크, 구움과자를 맛볼 수 있는 디저트 카페입니다. 아늑하고 편안한 분위기에서 여유로운 시간을 보내거나 테이크아웃하기 좋습니다. 나주사랑상품권 사용도 가능하며, 생일 케이크 주문도 가능합니다.",감성적인; 깔끔한; 모던한; 아늑한; 편안한,데이트; 디저트; 카페 투어; 커피; 포장; 혼자,겉바속촉; 고소한; 꾸덕한; 달달한; 부드러운; 진한,연인; 친구·지인; 혼자,구움과자; 마카롱; 에그타르트; 커피; 케이크; 휘낭시에,에그타르트; 케이크; 휘낭시에,쑥슈페너; 아메리카노; 아인슈페너; 콜드브루; 크림라떼,가게 앞; 골목
나주,치오베이크,전남 나주시 그린로 335,126.794252643405,35.0162480505858,http://place.map.kakao.com/3578391,"나주 혁신도시에 위치한 '치오베이크'는 컵케이크와 휘낭시에 등 다양한 수제 디저트를 맛볼 수 있는 디저트 맛집입니다. 아담하지만 감성적인 인테리어와 친절한 사장님의 응대가 돋보이며, 혼자 방문하거나 친구와 함께 방문하기 좋습니다. 가격대는 프랜차이즈 카페와 비슷하거나 약간 높은 편이지만, 퀄리티 있는 디저트로 만족감을 선사합니다.",감성적인; 깔끔한; 아늑한; 아담한; 편안한,디저트; 선물; 수다; 카페 투어,고소한; 달달한; 상큼한; 진한,가족; 연인; 친구·지인; 혼자,디저트; 커피; 컵케이크; 케이크; 쿠키; 휘낭시에,컵케이크; 휘낭시에,,주변 주차
나주,욘더스콘 나주점,전남 나주시 상야2길 16,126.787887397207,35.0220104226627,http://place.map.kakao.com/882437817,"나주혁신도시에 위치한 욘더스콘 나주점은 부드러운 스콘과 맛있는 커피를 즐길 수 있는 디저트 카페입니다. 다양한 종류의 스콘과 직접 만든 과일청, 잼을 사용한 음료가 인기 있으며, 감성적인 인테리어와 편안한 분위기를 자랑합니다.",감성적인; 분위기 좋은; 편안한,데이트; 디저트; 친구·지인; 카페 투어,달달한; 맛있는; 부드러운; 진한,가족; 연인; 친구·지인; 혼자,브라우니; 스콘; 커피; 케이크; 티,브라우니; 스콘; 얼그레이스콘,아메리카노; 카페라떼,3시간 무료
나주,아띠당,전남 나주시 배멧1길 36,126.79140206840238,35.01958279306347,http://place.map.kakao.com/1759234147,"나주혁신도시에 위치한 마카롱 카페 '아띠당'은 수제 마카롱과 디저트를 판매하며, 특히 수박 디저트는 달고 맛있다는 평입니다. 주차는 3시간 무료로 편리하게 이용 가능합니다.",달콤한; 영롱한; 차분한,디저트; 수다; 카페 투어,달달한; 맛있는,친구·지인,디저트; 마카롱; 케이크,마카롱; 수박 디저트,,3시간 무료; 주차 편리
나주,도도한,전남 나주시 빛가람로 680,126.786192502342,35.0206752116792,http://place.map.kakao.com/941107253,"우리쌀 100%로 치즈가 가득한 십원빵과 피자가 맛있는 카페입니다. 뜨끈한 십원빵을 바로 먹을 수 있으며, 반려견 동반도 가능합니다. 앤티크한 인테리어의 공간에서 커피와 디저트를 즐길 수 있습니다.",앤티크한; 편안한,디저트; 이색 디저트,고소한; 치즈가 가득한,반려동물 동반,십원빵; 커피; 피자,십원빵,,정보 없음
나주,사모하다,전남 나주시 석전2길 60-1,126.777096073326,35.0246699765882,http://place.map.kakao.com/1003738497,"이 카페는 아메리카노와 디저트가 맛있으며, 약 2.9만원의 가격대에 형성되어 있습니다. 반려견 동반이 가능한 점이 특징이며, 조용하고 예쁜 동네에 위치해 있습니다.",예쁜; 조용한,디저트; 반려동물 동반,달달한; 맛있는,반려동물 동반; 친구·지인,디저트; 아메리카노,,아메리카노,정보 없음
나주,요거트월드 나주혁신점,전남 나주시 상야1길 7,126.785872911028,35.0226405537826,http://place.map.kakao.com/1405696671,GT커피 나주혁신점은 알록달록 예쁜 비주얼의 스무디와 꾸덕한 황치즈 버터바 등 다양한 디저트를 맛볼 수 있는 대형 신상 카페입니다. 24시까지 운영하며 넓고 쾌적한 공간에서 음료와 디저트를 즐기기 좋습니다.,넓은; 대형카페; 쾌적한,디저트; 친구·지인; 카페 투어,꾸덕한; 달달한; 신선한,가족; 연인; 친구·지인,라떼; 샌드위치; 스무디; 요거트; 케이크,블루베리케이크; 얼그레이 쇼콜라; 황치즈 버터바,GT시그니처 라떼; 제주말차라떼,주차 가능; 지상주차장; 지하주차장
나주,달빛가원,전남 나주시 나주로 83-4,126.71673740342828,35.026565889513336,http://place.map.kakao.com/151803743,"달빛가원은 시즌 케이크와 블루베리 요거트 스무디 등 다양한 음료와 디저트를 맛볼 수 있는 나주 카페입니다. 친절한 사장님과 합리적인 가격, 예약 필수인 점이 특징이며, 편안한 분위기에서 디저트와 음료를 즐기기 좋습니다.",감성적인; 유럽풍; 편안한,데이트; 디저트; 카페 투어,달달한; 신선한; 진한,가족; 연인; 친구·지인,꽃차; 스무디; 아메리카노; 케이크,딸기케이크; 메론케이크; 바스크 치즈 케이크,아메리카노,근처 공영주차장
나주,오하요디저트,전남 나주시 북망문길 22,126.716575835262,35.0378173749822,http://place.map.kakao.com/156129449,"다양한 종류의 도넛과 디저트를 맛볼 수 있는 남영동의 디저트 카페입니다. 주택을 개조하여 아기자기한 인테리어를 갖추고 있으며, 일본식 도넛을 맛볼 수 있습니다. 나주 지역에도 여러 디저트 카페가 있으며, 일부 카페는 아이와 함께 방문하기 좋고, 넓은 공간과 다양한 디저트 메뉴를 갖추고 있습니다.",감성적인; 넓은 공간; 아기자기한; 편안한,디저트; 수다; 아이와 함께; 카페 투어,달달한; 담백한; 푹신한,가족; 아이 동반; 연인; 친구·지인,도넛; 롤케이크; 스콘; 에그타르트; 케이크; 휘낭시에,도넛; 스콘,카페라떼; 커피,정보 없음
나주,아스테로이드651,전남 나주시 봉황면 금봉로 651,126.794545089033,34.9623656694999,http://place.map.kakao.com/77696060,"여러 카페 정보 중 일부는 디저트와 음료, 애프터눈 티 세트 등을 제공하며, 일부는 모던 한식 디너 세트도 판매합니다.  다양한 지역에 위치하며, 일부는 넓은 테이블을 갖춘 곳도 있습니다.",모던한,디저트; 애프터눈티,,,디저트; 빙수; 애프터눈티세트; 음료; 한식디너세트,,,정보 없음
나주,하이그릭,전남 나주시 빛가람로 679,126.78611543615695,35.021657578079605,http://place.map.kakao.com/940589289,"다양한 종류의 그릭요거트와 디저트, 음료를 즐길 수 있는 카페입니다. 긍정적인 분위기와 친절한 서비스, 그리고 매력적인 공간 구성으로 많은 방문객들의 만족도를 높이고 있습니다.",감성적인; 깔끔한; 모던한; 아늑한; 조용한; 편안한,데이트; 디저트; 수다; 카페 투어; 휴식,고소한; 꾸덕한; 달달한; 새콤한; 신선한,가족; 반려동물 동반; 연인; 친구·지인; 혼자,그릭요거트; 베이글; 샌드위치; 케이크; 쿠키; 크로플,그릭요거트,라떼; 아메리카노,정보 없음
나주,어컵오브어데이,전남 나주시 우정로 56,126.78625248326,35.0237309887743,http://place.map.kakao.com/1609797214,"해방촌에 위치한 어컵오브굳은 깔끔하고 세련된 인테리어와 조용하고 아늑한 분위기를 자랑하는 카페입니다. 특히 맛있는 디저트와 다양한 음료 메뉴를 즐길 수 있으며, 편안한 대화 공간으로 데이트 장소로도 추천됩니다.",감성적인; 세련된; 아늑한; 조용한; 편안한,데이트; 디저트; 수다; 카페 투어,깔끔한; 달달한; 맛있는,연인; 친구·지인; 혼자,디저트; 라떼; 밀크티; 아메리카노; 에이드; 플랫화이트,스콘; 테린느,라떼; 아메리카노; 플랫화이트,정보 없음
나주,달롱도르요거트아이스크림 나주점,전남 나주시 그린로 197,126.788014626172,35.0096491334608,http://place.map.kakao.com/134470363,"나주 영산포 벚꽃 카페파밀리에서는 달콤한 생딸기 주스가 인기이며, 상무지구 달롱도르에서는 자몽과 파인애플 요거트 아이스크림이 맛있는 곳입니다.",달콤한; 벚꽃,디저트; 음료,달콤한; 신선한,정보 없음,생딸기 주스; 요거트 아이스크림,요거트 아이스크림,,정보 없음
나주,카페아마블레,전남 나주시 배멧3길 19-7,126.785979127334,35.0197238814849,http://place.map.kakao.com/747169786,"나주 빛가람동에 위치한 카페 아마블레는 인기 디저트 맛집으로, 협소하지만 개인 카페로 큰 편에 속합니다. 주문 즉시 제작되는 레터링 케이크는 빠른 응대와 함께 만족스러운 맛을 선사하며, 다양한 디저트와 커피 메뉴를 즐길 수 있습니다.",감성적인; 개인 카페; 아기자기한; 예쁜; 조용한; 편안한,간식; 데이트; 디저트; 수다; 카페 투어; 케이크,고소한; 달달한; 담백한; 신선한; 진한; 푹신한,가족; 반려동물 동반; 어린이 동반; 연인; 친구·지인; 혼자,롤케이크; 마카롱; 아메리카노; 케이크; 크로플; 휘낭시에,레터링 케이크; 케이크; 쿠키,아메리카노,주차 가능; 주차 협소
나주,버터퀸즈 송월본점,전남 나주시 빛가람로 36,126.71822100289752,35.01637207086003,http://place.map.kakao.com/537333039,"고급 재료를 사용한 다양한 디저트와 음료를 즐길 수 있는 카페들이 소개됩니다. 케이크, 크루아상, 버터바 등 다채로운 메뉴와 함께, 커피 맛집으로 알려진 곳도 있어 취향에 따라 선택할 수 있습니다.",감성적인; 넓은; 모던한; 아기자기한; 편안한; 힙한,간식; 데이트; 디저트; 수다; 친구·지인; 카페 투어,고소한; 달달한; 부드러운; 신선한; 진한; 풍부한,가족; 연인; 친구·지인; 혼자,버터바; 빙수; 샌드위치; 스콘; 케이크; 크루아상,누네띠네 크루아상; 버터바; 티그레,라떼; 밀크티; 시그니처 라떼; 아메리카노,가게 앞 2~3대; 정보 없음; 주차 가능; 주차 협소
나주,카페수,전남 나주시 풍물시장2길 26,126.708268969457,34.9933066135597,http://place.map.kakao.com/1208049749,"광교 카페 수나는 길가에서 바로 보여 주차 공간 4칸이 마련되어 있어 편리하다. 맛있는 디저트와 디카페인 아이스 아메리카노를 즐길 수 있으며, 집 근처라면 단골이 될 만한 곳이다.",깔끔한; 편안한,디저트; 카페 투어; 커피,달달한; 커피,연인; 친구·지인; 혼자,디저트; 아메리카노,디저트,아메리카노,가게 앞 4대; 주차 가능
나주,도도한 1호점,전남 나주시 상야2길 22,126.788048723562,35.021487003833,http://place.map.kakao.com/1911157477,"100% 우리쌀로 만든 치즈 십원빵이 인기인 곳으로, 기본과 피자 십원빵 모두 맛있습니다. 뜨끈한 빵을 바로 먹을 수 있으며, 디저트와 커피 메뉴도 다양합니다. 아기자기하고 앤티크한 인테리어가 돋보이며, 낮과 밤 모두 아름다운 공간입니다.",감성적인; 아기자기한; 앤티크한; 편안한,가벼운 식사; 데이트; 디저트; 카페 투어,고소한; 달달한; 진한,가족; 어린이 동반; 연인; 친구·지인,십원빵; 와플; 커피; 케이크; 크로와상,십원빵; 케이크,커피,정보 없음
나주,스타샵 나주송월점,전남 나주시 남고문로 36-16,126.714953723552,35.0268086899412,http://place.map.kakao.com/930677848,하라커피는 디저트와 함께 드라이브 겸 방문하기 좋은 카페입니다. 나주 송월점과 마찬가지로 하라커피만의 테이블이 마련되어 있어 편안하게 즐길 수 있습니다.,아늑한; 편안한,드라이브; 디저트; 휴식,,연인; 친구·지인; 혼자,디저트; 음료,,,정보 없음
나주,요거트퍼플 남평점,전남 나주시 남평읍 강변2길 22,126.852344868312,35.0412737588295,http://place.map.kakao.com/927646103,"이 카페는 디저트가 맛있다는 평가가 많으며, 특히 요거트 아이스크림과 특별한 메뉴들이 인기입니다. 다양한 에이드, 주스, 스무디, 프라페 등의 음료 메뉴도 갖추고 있습니다.",디저트 맛집; 특별한 메뉴,간식; 디저트; 카페 투어,달달한; 상큼한,가족; 연인; 친구·지인,스무디; 에이드; 요거트; 주스; 티; 프라페,블루베리요거트드링; 애플청포도타르트; 요거트 아이스크림; 크림모카빵,아메리카노; 콜드브루; 크림모카,정보 없음
나주,송복희라이스케익&카페,전남 나주시 나주로 53,126.715789449858,35.0237459720418,http://place.map.kakao.com/1930114666,,,,,,,,,
나주,유요거트 나주혁신점,전남 나주시 그린로 337,126.794128232742,35.0164885077779,http://place.map.kakao.com/1116274130,,,,,,,,,
나주,요거트퍼플 나주혁신도시점,전남 나주시 우정로 56,126.786296512272,35.0236544492014,http://place.map.kakao.com/1382604845,"나주혁신도시에 위치한 여러 카페들은 건강한 음료와 디저트를 다양하게 제공하며, 깔끔하고 따뜻한 분위기를 자랑합니다. 특히 크로플, 케이크, 스무디 등 여러 메뉴가 인기 있으며, 일부 카페는 애견 동반이나 가족 모임 장소로도 적합합니다.",감성적인; 깔끔한; 따뜻한; 모던한; 편안한,가족 모임; 데이트; 디저트; 친구·지인; 카페 투어,건강한; 고소한; 달달한; 신선한; 진한,가족; 반려동물 동반; 어린이 동반; 연인; 친구·지인,샌드위치; 스무디; 에이드; 커피; 케이크; 티,바나나푸딩; 케이크; 쿠키; 크로플,라떼; 아메리카노; 콜드브루,갓길 주차 가능; 정보 없음; 주차 가능
나주,오아르케이크,광주 광산구 평동로1100번길 71,126.78485594902466,35.13212543764233,http://place.map.kakao.com/1282755698,"나주 지역의 다양한 디저트 카페들은 맛있는 케이크와 롤케이크 등 풍성한 디저트 메뉴를 제공하며, 일부 카페는 넓은 공간과 편안한 분위기를 자랑한다. 또한, 주차 시설이 잘 갖춰져 있어 방문이 편리하며, 커피 맛 또한 훌륭하다는 평을 받고 있다.",넓은; 모던한; 아늑한; 예쁜; 이국적인; 편안한,가족 나들이; 데이트; 디저트; 수다; 카페 투어,고소한; 달달한; 담백한; 신선한; 진한,가족; 어린이 동반; 연인; 친구·지인; 혼자,롤케이크; 마카롱; 빵; 샌드위치; 케이크; 쿠키,과일 케이크; 롤케이크; 버터바; 생크림 케이크,라떼; 시그니처 커피; 아메리카노,주차 가능; 주차 넓음; 주차 협소
나주,샤빙,광주 광산구 송도로 119,126.789752396147,35.1271350765862,http://place.map.kakao.com/1804946420,,,,,,,,,
나주,광카롱,광주 광산구 광산로 11-1,126.79332045072633,35.137915190317905,http://place.map.kakao.com/61680413,,,,,,,,,
나주,갱소년,광주 광산구 송정로8번길 7-4,126.79210690857957,35.13660343704841,http://place.map.kakao.com/1520049872,"갱소년 카페는 녹차 티라미수, 수박 셔벗, 앙버터 모나카, 구슬 양갱 등 다양한 디저트를 판매하며, 11시 30분부터 15시까지 카페 메뉴 주문이 가능합니다. 1시간 단위 예약제로 운영됩니다.",예약제,디저트; 카페 투어,달달한,연인; 친구·지인,모나카; 셔벗; 양갱; 티라미수,구슬 양갱; 앙버터 모나카,,정보 없음
나주,케이크위크,광주 광산구 상무대로 157,126.78893798087013,35.134072345276245,http://place.map.kakao.com/2038826963,"다양한 종류의 케이크와 디저트를 맛볼 수 있는 나주 디저트 카페들이 있습니다. 특히 생크림 케이크, 과일 케이크, 롤케이크 등이 인기 메뉴이며, 일부 카페는 넓은 주차 공간을 제공하여 방문이 편리합니다.",감성적인; 넓은; 편안한,데이트; 디저트; 선물; 카페 투어; 케이크,꾸덕한; 달달한; 부드러운; 신선한,가족; 어린이 동반; 연인; 친구·지인,롤케이크; 마카롱; 샌드위치; 에그타르트; 케이크; 휘낭시에,과일케이크; 롤케이크; 생크림케이크,라떼; 아메리카노,정보 없음; 주차 가능; 주차 넓음
나주,설빙 광주호남대점,광주 광산구 어등대로 418,126.76920469073899,35.148756481410594,http://place.map.kakao.com/26644287,"다양한 빙수와 디저트를 즐길 수 있는 카페로, 여름철 시원한 메뉴를 찾는 사람들에게 인기가 많습니다. 특히 망고, 메론 등 과일을 활용한 빙수와 인절미 메뉴가 눈에 띕니다. 친구, 연인과 함께 방문하기 좋으며, 혼자 방문하여 여유를 즐기기에도 적합합니다.",시원한; 여름; 여유; 추억,간식; 디저트; 빙수; 연인; 친구,달달한; 시원한; 신선한,연인; 친구·지인; 혼자,디저트; 빙수; 인절미,망고빙수; 메론빙수; 인절미빙수; 인절미토스트,,정보 없음
나주,시간의정원,전남 함평군 학교면 학교화산길 19,126.535058041434,35.0500498049337,http://place.map.kakao.com/1493294199,,,,,,,,,
나주,메가샵크로플 광주송정역점,광주 광산구 송정로 5,126.792190370953,35.1374391418861,http://place.map.kakao.com/1738324098,"다양한 디저트 메뉴와 함께 커피, 음료를 즐길 수 있는 카페들이 소개됩니다. 특히 크로플, 마들렌, 케이크 등 달콤한 디저트와 함께 여유로운 시간을 보내기 좋으며, 일부 카페는 야간 운영이나 독특한 인테리어를 자랑합니다.",감성적인; 모던한; 빈티지한; 조용한; 편안한,데이트; 디저트; 수다; 카페 투어; 휴식,달달한; 신선한; 진한,가족; 연인; 친구·지인; 혼자,라떼; 마카롱; 스콘; 아메리카노; 케이크; 크로플,마들렌; 쑥스초코파이; 크로플,라떼; 아메리카노,정보 없음
나주,송정리,광주 광산구 용보로 45,126.80282531737248,35.13552439306866,http://place.map.kakao.com/703570111,"나주에 위치한 이 대형 카페는 광주 근교에서 접근성이 좋으며, 보기에도 좋고 맛있는 음료와 디저트를 제공합니다. 아름다운 풍경과 함께 편안하게 즐길 수 있으며, 주차 공간도 마련되어 있습니다.",대형; 아름다운; 풍경 좋은,가족; 디저트; 카페 투어,맛있는; 비주얼 좋은,가족; 연인; 친구·지인,디저트; 음료; 크레이프,크레이프,,주차장 있음
나주,설렌,광주 광산구 선운로2번길 63-3,126.77610225706292,35.14624742006881,http://place.map.kakao.com/221969088,"과천의 디저트 맛집으로, 다양한 디저트와 음료를 즐길 수 있습니다. 평일 카페 데이트나 모임 장소로 추천할 만한 곳입니다.",감성적인; 예쁜,데이트; 디저트; 모임; 카페 투어,달달한,연인; 친구·지인,디저트; 커피; 케이크,디저트; 케이크,커피,정보 없음
나주,39-17마중 카페,전남 나주시 향교길 42-16,126.71052617658,35.0334990314456,http://place.map.kakao.com/74579715,"나주 39-17마중 카페는 1939년에 지어진 고택과 2017년에 개장한 복합문화공간으로, 나주 특산물인 배를 활용한 독특한 음료와 디저트를 맛볼 수 있는 곳입니다. 아름다운 정원과 함께 다양한 체험 프로그램도 제공하며, 한옥 숙박도 가능합니다.",감성적인; 고풍스러운; 문화공간; 정원; 한옥,나들이; 디저트; 체험; 카페 투어; 휴식,달달한; 달콤한; 신선한; 진한,가족; 연인; 친구·지인; 혼자,배 음료; 양갱; 차; 커피; 케이크; 쿠키,나주배 디저트; 나주배 양갱,아메리카노,정보 없음
